,Dialogue,age
100,거 참... 정말 몰라서 하는 소리야? 세상 혼자 살아? 하고 싶은 말 다하면?,80
101,신문사 문 닫는 거 보고 싶냐고!,80
102,"확 폐간해버리지 왜? 이딴 귀머거리, 장님 신문이 있어서 뭐해?",80
103,설령 내가 오케이해도 위에서 짤려.,80
104,지금 어떤 시국인지 잘 알잖아?,80
105,"진짜 못해먹겠네... 에이 썅! 시국, 시국, 그 놈의 시국 타령 지겹지도 않나?",80
106,멀쩡한 시민들 빨갱이로 몰아서 총질하는 나라야!! 그 새끼들 말 대로면... 이 나라 9할이 다 빨갱이라 그거 아냐?!,80
107,너 미쳤냐!,80
108,"그래 그렇게 양심 팔아가면서! 기자질 천년만년 해먹어라, 이 새끼야!",80
109,야!,80
110,"여기저기 들쑤시고 다니지 말고 조용히 좀 살자, 야?!",80
111,저 새끼 진짜... 동기만 아니면 에휴... 야!,80
112,너 오늘부터 문화부야! 야!,80
113,뭐해? 니네 선배 안 챙겨?,80
114,절뚝이다! 병신새끼~~ 병신새끼~~♪,80
115,세균 옮기지 말고 꺼지라고!,80
116,병신새끼 자빠졌다. 퉤! 퉤! 침 뱉어. 세균 옮아.,80
117,누가 밀면 너도 밀치고! 때리면 맞받아치고 해야지!,80
118,가만히 있어야 빨리 끝나요.,80
119,이 악물고 끝까지 받아쳐야 된다고!,80
120,"그래야 재미삼아 놀리지 못하는 거 라고. 저 새끼는 건드리면 피곤하다, 진절머리 난다. 이렇게 해 줘야 된다니까!",80
121,하여튼 지 에미를 닮아서. 쫏쯔. 알았어?,80
122,네...,80
123,민국아 이 아버지가 어떻게든 다리 고쳐줄 테니까. 꼭 육 사를 가야한다. 힘 있고 빽 있으면 끝나는 세상이야.,80
124,"그러면 어떤 새끼 도 너한테 해코지를 못한다고, 알겠어?",80
125,여보.,80
126,....,80
127,민국이 학교에 한번 가봐요. 하루가 멀다 하고 멍이 들어서 오는데...,80
128,사내자식이 쌈질도 하고 그러는 거지.,80
129,부모가 일일이 참 견하면 애가 더 나약해진다고. 당신도 행여 학교 찾아가고 그러지 말 아. 알았어?,80
130,다 내 탓인가 싶고...,80
131,어디가려고요?,80
132,서에. 기다리지 말고 일찍 자.,80
133,그리고 삯바느질 좀 그만해! 얼마나 번 다고. 그게 여자 손이냐. 이휴.,80
134,고개를 딱 돌렸는데 시커먼 풀숲 뒤로 눈알 두 개가 보이는 거야.,80
135,"그 번뜩거리는 색은 짐승이 아니거든. 그 새끼들 눈깔이 얼마나 하얀지 순간 오금이 저리면서 불알이 콩알만 해지더라고, 시팔, 목소리도 안 나 와.",80
136,"오줌은 안 끊기지, 죽겠는 거야.",80
137,그래서요?,80
138,어쩌긴. 고개 돌린 채로 눈깔을 계속 보면서 발만 앞으로 천천히 걸었지.,80
139,"근데 진짜 무서운 게 뭐냐면, 서서히 멀어지는데 눈알이 점점 더 많이 보이는 거야. 서른 개는 되더라고. 시팔 베트콩 새끼들.",80
140,그래서 어떻게 하셨어요?,80
141,그렇게 한 십메다 쯤 갔나? 탄띠에 달랑거리는 수류탄이 보여. 바로 하나 뒤로 까고 고갤 앞으로 처박았지. 하나. 둘.,80
142,"셋. 펑!! 소리가 나 자마자 벌떡 일어나서 달리기 시작했는데, 그게 한 삼킬로 될 거야. 부 대 도착하니까 군홧발이 축축해.",80
143,보니까 피가 철철 나는데... 종아리 이거! 그때 파편 박혀서 그런 거잖아.,80
144,기똥찹니다.,80
145,그럼! 내가 목숨이 아홉 개야!,80
146,왜? 존경스럽냐?,80
147,저기... 선배님.,80
148,죄송해요. 오늘 저 때문에...,80
149,괜찮아! 얼굴 펴. 한잔 마시고.,80
150,또 잡으면 되지.,80
151,"죄..죄송합니다, 선배님. 선배님 얘기 들으니 제 형이 생각나네요.",80
152,니 형? 월남 갔었구나? 어느 부대야?,80
153,형하고 싸웠구먼. 한 대해.,80
154,아... 아닙니다.,80
155,생긴 거는 호랑이처럼 생겨가지고.,80
156,인생 좆같을 때 있지? 뱃속 에 시커먼 거 차오르고 그럴 때... 연기랑 같이 뱉어내는 거야.,80
157,여기 있을 줄 알았지.,80
158,추기자님. 요즘 살만 하신가 보네? 어서 이렇게 마셨어?,80
159,성진아 세상 더럽다.,80
160,왜?,80
161,똥이라도 밟았어?,80
162,누구? 신입?,80
163,"어. 박동규. 인사해. 고려일보 기자, 추재진.",80
164,"안녕하십니까, 박동굽니다.",80
165,인상 참... 착하게 생겼네. 친하게 지냅시다?,80
166,친하게 지내지마.,80
167,득될 거 하나도 없어. 이 인간 치우고 갈 테니까 먼저 들어가. -,80
168,네 선배님. 전 이만.,80
169,인간아. 이리 다니다 객사한다.,80
170,야! 강성진! 오늘 형이 기분이 무척 좋거든? 술이나 따라라!,80
171,그래 나도 행복해 죽겠수.,80
172,마시자.,80
173,그래서?,80
174,요즘 정국이 불안정해서 공안 쪽으로 신경을 쓰고 있습니다.,80
175,음... 그래야지. 딴따라들은?,80
176,"그림은 다 그려졌고, 에이급 두셋만 확보 하면 됩니다. 신문사들에 지침 전달했고, 각종 단체들에도 긴밀하게 선을 걸어뒀습니다.",80
177,언제든지 움직일 수 있다 그거지?,80
178,네.,80
179,더 확실한 건 없나? 나라가 정신이 번쩍 들게 할 만한 거 말이야.,80
180,주요 시점마다 경색된 정국을 풀어주려면 굵직한 건이 필요할 것 같아 서 이미 준비하고 있습니다.,80
181,네.,80
182,요즘 다들 정신이 해이해져서 말이야... 채찍질이 필요하다고. 소가 밭 은 안 갈고 돌부리만 긁고 있으면 일이 되겠냐 말이야.,80
183,걱정 마십시오.,80
184,그래. 이번도 기대가 많아.,80
185,네.,80
186,다들 왔으면 시작하지.,80
187,아이고 국장님들 오셨군요.,80
188,"한강일보 강국장님, 어 고려일보 이국장님.",80
189,제가 더 자주 찾아뵙 고 그래야 되는데 죄송합니다. 자 한잔들 드시죠. 덕분에 금강산댐은,80
190,차장님이 수고 많으셨죠. 대단한 일 하셨습니다.,80
191,이제 잘 마무리 되는 분위깁니다.,80
192,국장님들이 다 하신 거죠. 자.,80
193,노고 치하하려 자그만 선물 준비했습니 다.,80
194,"여러분 같은 엘리트들이 잘 끌어 주셔야 됩니다. 이 길이 바른 길이다 하고, 여러분, 분발하시죠.",80
195,잘 알고 있습니다.,80
196,근데 요즘 국민들 시선 바꿀만한 사건이 딱히 없긴 하네요.,80
197,사건이 나길 기다리시는 겁니까?,80
198,예? 죄송합니다...,80
199,사건은 일어나는 게 아닙니다.,80
200,만들어지는 거지.,80
201,국민들 시선을 한 곳으로 몰아야 합니다. 다른 데 신경 못쓰게.,80
202,어허 이 친구 분위기 싸하게 만드네.,80
203,"아, 이 친구 일밖에 몰라요. 풍류 를 몰라. 모사가 딱 이지.",80
204,자. 자. 애들 들여보내고! 한 잔 합시다. 서울 올림픽 성공 개최를 위 하여!,80
205,위하여!,80
206,이름은 김태성이구요. 스물여섯. 전남 출신에 폭력전과 2범입니다.,80
207,하도 횡설수설해서 한참 걸렸어요.,80
208,너 서울에 갈 데 있어?,80
209,네?...,80
210,자내말잘들어. 간단한 거야. 니가 잠깐 들어가 있으면 그동안 내 가 진짜 발바리 그 개새끼 잡아온다는 거야.,80
211,그럼 넌 바로 나오는 거 지. 내가 나중에 취직도 다 시켜주고 할 테니까 잠깐만 들어가 있어. 알겠지?,80
212,이 새끼가 확!,80
213,알았어?,80
214,... 네.,80
215,너 인마. 이렇게 가만히 있을 거야?,80
216,네? 뭐... 말씀이십니까?,80
217,이거 잘못된 거 아닙니까? 조작 아닙니까? 하고 나서야 될 거 아냐!,80
218,제가... 진짜 발바리를 놓치는 바람에...,80
219,신참 때는 그래도 패기가 있어야지 짜식아.,80
220,그..그게...,80
221,아 됐어!,80
222,그나저나 청바지에 피는 뭐야?,80
223,아부지 잘 먹겠습니다.,80
224,오냐.,80
225,여보 나 다 관두고 돈이나 좀 벌어볼까?,80
226,폼 나게?,80
227,네? 무슨 말이에요?,80
228,아니야. 그냥 해본 말이야.,80
229,뭐야?,80
230,아 저 개새끼가 또... 짜증나게.,80
231,저리 가 새끼야.,80
232,"강형사님, 서장님 호출입니다.",80
233,??,80
234,이 새끼들이... 지금이 자유당 때야? 어!,80
235,"정신이 있어, 없어?!",80
236,무..슨 말씀이신지..?,80
237,이 새끼가 날 물로 봐?!,80
238,할 거면 제대로나 하던가!,80
239,추기자 그 새끼가 어떻게 알고 들쑤시고 다니냐고?!,80
240,서장님... 그게...,80
241,양반장 너 애들 관리 이따구로 할거야?!,80
242,그..그게...,80
243,나가 이 새끼들아! 꼴도 보기 싫어!,80
244,추기자 개새끼!,80
245,"고맙다, 성진아.",80
246,내가 나서려다가... 둘 다 딸려 들어가서 욕보는 거보다 그냥 니가 독 박 쓰고 내가 막아주는 게... 차라리 낫지 않나 하는 생각이 들더라고.,80
247,"그래, 어차피 뒤질거 한 놈만 뒤지면 되지 뭐.",80
248,서장이랑은 내가 잘 정리할 테니까 걱정 말고... 응?,80
249,나 바로 내려가 봐야 돼. 애새끼들 때문에 철야하게 생겼네.,80
250,오늘은 좀 쉬어. 알았지?,80
251,추재진 씹새끼가... 누군 자존심도 없는 줄 아나...,80
252,잘난 척은 혼자 다 해.,80
253,한참 기다렸다.,80
254,이 새끼가  공장을 털었나.,80
255,볼 때마다 껌을 씹고 있네? 안 뱉어?!,80
256,기다리느라 수고 하셨수.,80
257,근데 어쩌나...,80
258,"괜히 몸 상하지 말고, 곱게 가지?",80
259,뭔 헛소리야!,80
260,빨리해 이 새끼야.,80
261,비닐 끈이라 미끄러져서 그래요.,80
262,"그럼 이 새끼야, 수갑 세개 가져오라고 미리 연락을 하던가!",80
263,뱉어!,80
264,껌 뱉어!,80
265,지랄을 한다.,80
266,동규야!,80
267,반장님 전화 때려라! 발바리 잡았다고!,80
268,싸인 한 장만...,80
269,네.. 네?!,80
270,확인 차 모시고 온 거니까 금방 보내드릴 거예요.,80
271,정말이죠?,80
272,뭡니까?,80
273,로이터 마이클 그림자한테서 연락이 왔습니다.,80
274,그래서요?,80
275,고려일보 추재진과 접촉을 시도하는 거 같습니다.,80
276,추재진이?,80
277,나가서 헛소리 안하게 겁을 확실히 줘야 돼. 알겠지?,80
278,네!,80
279,거 그만해라. 애 다칠라.,80
280,아닙니다.,80
281,다 볼 때까지 반 죽여 놓으려 구요. 너 이 새끼 이리와!,80
282,진짜 애 죽이겠네.,80
283,잘못했어라.,80
284,제가 죽였어라. 그 놈이... 제 돈을 훔쳐서... 잘못 했어라.,80
285,죽였다고?,80
286,너 찾는다.,80
287,어디서?,80
288,무슨 일입니까?,80
289,그게...,80
290,안녕하십니까. 청량리서 강성진입니다.,80
291,남산은 처음이죠?,80
292,네?,80
293,네...,80
294,"우리가 직접 나설 수도 있지만, 인원도 한계가 있고요. 일선 경찰들 자존심도 있잖아요.",80
295,네.. 넵.,80
296,다 국가와 민족을 위하는 일입니다.,80
297,국가와 민족!,80
298,위에서도 관심이 많으십니다.,80
299,위라면...,80
300,아!,80
301,가봐요.,80
302,네... 네!,80
303,"그래 씨팔, 제대로 한번 해보자!",80
304,뭐야? 이렇게 다르면... 경찰 위신이 뭐가 되나?,80
305,동규야!,80
306,이 놈 보면서 똑같이 아니지 비슷하게 그려주세요.,80
307,기억나지?,80
308,너무 어둡고 또 정신이 하나도 없어서...,80
309,자세히 좀 봐보라고.,80
310,그런 것도 같고...,80
311,동규야!,80
312,이 놈이잖아!,80
313,글쎄요... 비슷한 거...,80
314,이놈이 아가씨를 덮친 거라니까!,80
315,이 자식이 누굴 혼사길 망치려고! 죽어!,80
316,"그러니까 아가씨가 퇴근할 때 골프장 내려오는 길에서, 이 새끼가 아 가씨 돈 천원이랑 잠바를 뺏고... 욕보이려고 하는데 아가씨가 거세게 반항하다가 가까스로 도망친 거야.",80
317,맞지?,80
318,네.. 네. 너 죽었어!,80
319,"동규야 데리고 가. 자, 여기, 여기 지장 찍고. 나중에 증언이 필요할 수도 있어.",80
320,가짜 발바리? 김태성?,80
321,바빠서 정신없어. 금방 들어가 봐야 돼.,80
322,내가 뭐래? 지나가다 생각나서 얼굴이나 보고 가려고.,80
323,퍽이나.,80
324,그렇게 바빠?,80
325,실장이 새로 왔는데 나이도 새파랗게 어린놈의 새끼가 얼마나,80
326,독한지... 찔러도 피 한 방울 안 나올 거야. 가수 지영미를 보고도 눈 길한번 안주더라고.,80
327,딴청부린다) 또 무슨 냄새를 맡으셨는지 몰라도...,80
328,어린놈의 새끼 누구?,80
329,여하간 난 몰라.,80
330,"자꾸 남처럼 이럴 거야? 저번에 뒷돈 받아먹다 탈난 거, 그거 누가 막아줬지?",80
331,이 사람이 미쳤나?,80
332,어?,80
333,어떻게 알아?,80
334,대마초? 김대식이랑 지영미랑 50명쯤 엮였다는 거?,80
335,...... 하나 줘봐. 같이 좀 살자.,80
336,할 수 없다는 얼굴로 추기자에게 바짝 다가와 목소리를 낮추는 요원1.,80
337,이거 에이급인데... 강력 사건도 하나 터질 건데... 구찌가 좀 커.,80
338,강도? 살인?,80
339,더는 말 못해.,80
340,어차피 나중에 보도지침 따로 내려갈 거야.,80
341,이럴 거야? 뇌물 건 자료 다 있는데  다 투서로 집어넣는다?,80
342,지난달부터 어제까지 강력 사건 일지랑 실종자 명단 좀 볼 수 있나?,80
343,또 왜?,80
344,일단 평택이랑 수원 두 군데.,80
345,"주시죠, 국.장.님.",80
346,또 뭔 짓 하는 거야!,80
347,내 할 일 하는 겁니다. 국.장.님.,80
348,"너, 내 모가지, 아니 우리 신문사 모가지까지 짜를 셈이냐!",80
349,야! 내놓으라고!,80
350,못줘.,80
351,사표 쓸 테니까 내 놔.,80
352,재진아.,80
353,우리 오래 오래 좀 살자. 어?,80
354,벽에 똥칠하면서 살 거니까 신경 꺼. 넌 니 할 일이나 해. 난내할 일하고 있다고.,80
355,아 이 새끼야! 너 이번엔 진짜 짜른다! 야! 진짜라고!,80
356,초동수사들이 엉망이야.,80
357,"엉망. 이걸 뭐 증거라고, 쫓쯔...",80
358,현장에 있는 건 아주 그냥 죄다 주워 왔구만.,80
359,"시팔, 고작 이걸 훔칠라고 사람을 17명이나... 이런 개새끼.",80
360,도대체 고추는 왜 훔친 거야?,80
361,쌀이 아깝다. 쌀이 아까워.,80
362,네..?,80
363,네..,80
364,고추는 왜 훔쳤어?,80
365,김장 담글라고?,80
366,네..? 고추요? 잘 모르..,80
367,됐어! 됐으니까 빨리 처먹어!,80
368,뒤처리하기 피곤하네.,80
369,전남 무안에서 사건 저지르고 서울로 와서 면목동에서 또.,80
370,"그리고 광주, 시흥, 구리, 수원, 다시 서울 우이동까지.",80
371,이 새끼 뭐야? 홍길동이야?,80
372,너 차도 훔쳤지?,80
373,네? 아니오. 나 운전 못 해라.,80
374,걸어갈 거리도 아니고. 그럼 버스타고 다니면서 다 죽였다고? 이 짧은,80
375,시간에 여길 어떻게 다 돌아다닌 거야? 사실대로 말해!,80
376,저.. 운전할 줄도 몰라라.,80
377,뭐? 이게 어디서 구라를.,80
378,사실이라.. 지는 계속 서울서 있었어라.,80
379,뭐야?!,80
380,야! 너 나하고 어디 좀 가자.,80
381,어디 가는데! 나 바쁘다고!,80
382,가만히 있어. 다 왔어.,80
383,잠시만요.,80
384,빨리 끝내주세요.,80
385,무슨 수작이야?,80
386,"수원, 시흥 살인 사건 범인이야.",80
387,뭐? 뭔 소리를 하고 있는 거야?,80
388,"이놈이 진범이라고. 김태성이 아니고, 담당 형사는 이미 섬으로 쫓 겨났어.",80
389,"말 한마디 못하고, 연락을 해봤지만 입을 열 생각을 안해. 잔 뜩 겁을 먹고는.",80
390,무.. 무슨 개소리야!,80
391,좋아 처음부터 얘기하자.,80
392,"김태성이 건장한 30대 남자랑 일가족을 망치 로 죽였다고? 김태성 그 자식, 신장, 체중 미달로 군대도 면제된 놈이 야. 알잖아!",80
393,에이 시팔 진짜!!,80
394,국민학교도 열다섯에 겨우 졸업한 놈이라고!,80
395,제발 그만 좀 하쇼. 번번이 뭐 하는 짓이야?,80
396,내말 들어봐 성진아. 이거 남산에서 직접 관여한 일이야. 공작이라고!,80
397,정보원한테서 직접 들었어.,80
398,수사 중에 진범이 죽었어. 그러면 김이 새지...,80
399,그래서 김태성을 대타로 엮은 거야.,80
400,누굴 장님으로 아나? 김태성이 그 새끼 살인자야. 자백했다고.,80
401,그건.. 내가 장담할 수는 없지만 확실한건 서울 경기일대 사건은 다른,80
402,"사건이라는 거지. 전라도 사건도 물론이고,",80
403,그래서? 그래서 나보고 어쩌라고?!,80
404,왜 있지도 않은 연쇄 살인마를 만들어 내겠어!?,80
405,몰라 난. 나는 그저 나한테 주어진 일만 확실히 해내면 된다고.,80
406,"이번에 눈감으면 또 다른 사건이 일어나. 아니 만들어질 거고, 또 만 들어질 거야. 어떤 더 큰 사건들이 조작될지 모른다고!",80
407,이 새끼들이 원하는 게 뭐겠어? 사람들 눈 가리고 귀 막아서 그 머릿속까지 통제하 겠다는 거야!,80
408,그래서 나한테 바라는 게 뭔데?,80
409,도와달라고는 안할게. 손 떼라. 너도 다쳐.,80
410,못해. 절대! 형이나 손 떼!,80
411,나 지금 나라를 위해서 일 하는 거야. 제발 방해하지 말라고! 아무리 형이라도 이번엔 안 참아!,80
412,우리야 뭐 그렇다 치자. 민국이가 이런 지옥 같은 세상에서 산다고 생 각해봐!,80
413,오늘 다 모일거야.,80
414,여기. 알아서 잘 하겠지만 눈치 못 채게...,80
415,안녕하십니까? 여기 계시다 그래서 왔습니다.,80
416,무슨 일?,80
417,중인들은 다 확보한 한 거죠?,80
418,"네. 다 확보했습니다. 실장님 그런데,",80
419,그게... 김태성이를 조사하다보니까...,80
420,그래서요?,80
421,"증거물이나 증언도 좀 이상하고, 동선도 도저히 불가능한 동선 안에서 살인이...",80
422,여기 보시면 우이동은 확실하지만 수원 시흥은 김태성이가 도저히 할 수가 없는 겁니다.,80
423,......,80
424,사..사실 오늘 평택 다녀왔습니다.,80
425,평택?,80
426,강형사님. 김태성이는 살인마가 되어야합니다.,80
427,네?......,80
428,제가 강형사님을 선택한 이유는 애국심 때문이었습니다.,80
429,제 선택이 맞 았죠?,80
430,그건 그런데...,80
431,원칙대로 하세요. 원칙대로.,80
432,아참. 아버지가 전쟁 후에 지 리산에서 돌아가셨죠?,80
433,예? 그게...,80
434,심마니는 아닐테고.,80
435,특채라서 신원조회가 허술했나 봐요.,80
436,사실 그게... 아버지 일이고 저는 어려서 기억이 없습니다.,80
437,오명을 벗기 위해서 더 열심히 하셔야죠.,80
438,민국이라 했나? 나중에 공무 원이라도 시키려면.,80
439,어? 그래.,80
440,자네도 왔구만. 들어와.,80
441,오늘 장산건설 회장님 뵙기로...,80
442,일이 좀 있어서 취소됐어. 이왕 온 거 같이 한잔 하지. 어차피 이제 식군데... 들어오라고.,80
443,이리 올라오세요.,80
444,아?,80
445,아...,80
446,여기서 기다리세요.,80
447,어? 냄새가 많이 나나? 아 이거 죄송해서 어쩌지?,80
448,아우 썅...,80
449,이쪽으로 오세요.,80
450,대기는 시켜놨지만 굳이 보실 필요까지...,80
451,대한민국 최초의 연쇄살인마를 잡은 형산데 나도 얼굴 한번 봐야지. 대한민국을 뒤흔들 사건인데 안 그래?,80
452,다른 말씀은 하지 않으시는 게...,80
453,왜 그래? 난 빠지란 얘기야?,80
454,아닙니다.,80
455,들여보내.,80
456,전에 보고 드린 사건 담당 강성진 형사십니다.,80
457,그래?,80
458,음. 간판으로 딱 이네. 사진발 잘 받겠어.,80
459,인사드리시죠.,80
460,충성!,80
461,청량리에 있다고?,80
462,"네, 그렇습니다.",80
463,그래... 이번에 국가를 위해서 큰일을 했어.,80
464,예? 제가 무슨...,80
465,몇 명을 죽였다고? 그 놈이?,80
466,예. 열일곱입니다.,80
467,개새끼.,80
468,"전시 상황인데 도무지 긴장들을 안 하고 산단 말이지. 자네 같은 사람 들이 일선에서 수고를 해줘야한다고, 정의사회구현을 위해서 말이야.",80
469,애..애국하는 길이라면 뭐든 가리지 않고 할 준비가 돼 있습니다.,80
470,"그래. 그렇지. 애국이 딴게 아니라고, 빨갱이 놈들한테 나라 지키고.",80
471,"국론 분열시키는 놈들 입 틀어막고, 한길로 힘을 모아서 부국강병으로 쭉 달려나갈 수 있도록. 각하의 뜻을 묵묵히 지원하는 거라고.",80
472,"네, 그렇습니다.",80
473,그래.,80
474,됐어. 일들 봐.,80
475,나가보세요.,80
476,네.,80
477,"개요는 어차피 신문에서 정리해줄 테니까 이만하면 됐고... 자료들이 아직 엉성해요. 특히 중인 진술도 제대로 확보 하고, 더 철저히. 알겠 죠?",80
478,네 죄송합니다.,80
479,더 철저히...,80
480,"아, 그리고 발표 전까지 절대 보안 유지.",80
481,네! 명심하겠습니다.,80
482,마셔요.,80
483,네.,80
484,"근데... 제가 좀 전에 본 의 아니게 말씀하시는거 들었는데, 간판이란 소리가 무슨 말씀이신지?",80
485,남산 쪽 일이 워낙 비밀스럽게 하는 건 알지만...,80
486,질문 금지. 절대 복종. 잊지 마세요.,80
487,아. 네... 죄송합니다.,80
488,"기사가 나오면 그쪽은 연쇄살인마를 잡은 국 민적 영웅이 될 거고, 포상에 당연히 승진도 하게 되겠지.",80
489,됐어요.,80
490,아.. 네.. 근데... 왜 하필 저인가요? 일은 실장님이 다 하시는데...,80
491,김태성이 당신이 잡았잖아.,80
492,예? 그건 맞는데.,80
493,혹시 양반장이 또 절 대타로 쓰는 건 아니죠? 아차. 죄송합니다. 질문 금지.,80
494,아픈 아들이 있더군요. 걱정이 많겠네.,80
495,네? 그게..,80
496,앞으로 사사로운 감정을 조심해야 됩니다. 국가 를 위한 일이니까.,80
497,"자, 받지.",80
498,전에 보고 드린 사건 담당 강성진 형사십니다.,80
499,그래?,80
500,똘똘한 친구구만... 군에는?,80
501,맹호부대 중사로 월남에 있었습니다.,80
502,"어허 그래? 나도 1년 있었는데, 자넨 그럼 퀴논에 있었겠구만.",80
503,네.,80
504,하사로 전투부대에 있다가 철수하는 해에는 중사 진급해서 후방에 태권도 교관으로 있었습니다.,80
505,전쟁을 아는 친구구만.,80
506,믿음직해.,80
507,자네도 좀 마시지.,80
508,네.,80
509,자넨 법무관으로 다녀왔지?,80
510,네 부산에 있었습니다.,80
511,이 친구는 책으로 전쟁을 배워서 말야. 전장의 그 치열함을 몰라.,80
512,맞습니다. 겪어본 사람만 알죠.,80
513,자네 짜빈동 알지?,80
514,"네, 알고 있습니다. 전설적인 전투 아닙니까.",80
515,"그래그래, 내가 그 전투의 산증인 아닌가.",80
516,아! 그러십니까?,80
517,멸공!,80
518,허허허.,80
519,"이 친구, 차 한 대 내줘.",80
520,네? 그건 규정상...,80
521,운전할 줄 알지?,80
522,네.,80
523,군에서 지프며 트럭이며 다 몰았습니다.,80
524,"국장님, 아직 정식 인원이 아닌데 굳이 그러실 필요가...",80
525,자네 역할이 뭐야? 현장에서 이렇게 열심히 뛰는데... 편하게 사무실에 있는 인원들이 지원을 해줘야지.,80
526,안 그래?,80
527,네. 알겠습니다.,80
