,Dialogue,age
163,쥐도 새도 모르게 끌려가는 판에.,80
164,행간이란 게 있죠.,80
165,"그 와중에. 아리까리, 아사모사, 긴가민가.",80
166,"니미, 도찐개찐이다.",80
167,중앙이요!,80
168,아. 잘 먹었다!,80
169,중앙이 오늘 늦었네? 뭐 있나?,80
170,씨바. 물 먹었네,80
171,"기사 봤습니다. 인적사항, 누가 확인했어요? 김선배-ㄴ가?",80
172,지금 그게 문제야? 회사에 보안사 군바리들 쳐들어와서...,80
173,깽판이야. 깽판!,80
174,예...? 팩트잖아요.,80
175,다 확인하셨다고...,80
176,"팩트고 나발이고, 보도지침 어겼다고...",80
177,"너 당장 여관방 들어가서, 꼼짝도 하지 마. 군바리들한테 잡혔다간 맞아죽어!",80
178,우야노... 일이 꼬여뺏다.,80
179,나랏일 하다보믄 종종 일ㅆ는 일이디요. 기까짓거 개지고...,80
180,"야, 박 처장!",80
181,그 까짓거 때문에 우리 모가지가 간당간당이야!,80
182,이랄 때 아이다.,80
183,"각하께서 신문을 패대개쳤다 카대. 삐끗하모, 다 죽는기다.",80
184,"우짜든둥, 발등에 불부터 꺼야 안 되겠나.",80
185,이대로 발표하시라요.,80
186,"내사 마. 갱찰에 명예를 걸고 말씀드리는 긴데요, 가혹행위는",80
187,결단코! 없었심다.,80
188,그럼 어쩌다 죽었단 말입니까?,80
189,"조사관이 책상을.. 탁 치니, 억 하고...",80
190,아... 그기.. 조사받는 와중에...,80
191,마... 심장쇼크사라꼬 봐야지요.,80
192,팔팔한 청년이 그렇게 쉽게 죽었다구요?,80
193,쇼크사 맞심다. 중대병원 의사가 확인했다 아입니까.,80
194,중대병원이요? 의사 이름이 뭡니까?,80
195,아...,80
196,하이고야...,80
197,이름이... 뭐... 뭐였드라...,80
198,확인 안된 거 아닙니까?,80
199,그기 아이고... 오..윤상이라꼬...,80
200,우야꼬... 내가 실수한 기제.,80
201,미안타...,80
202,... 공무원 등으로 구성된 노동운동 후원회는 반월공단에 잠입한 좌경용공세력,80
203,"을 배후 조종해, 국가 전복을 기도하고...",80
204,엄중한 사안입니다. 원칙대로 부검해주세요.,80
205,검시 보고서에 손톱만한 상처까지 세세하게 기록해.,80
206,마. 그랄 필요 있습니까? 어차피 요식행위...,80
207,새파란 놈이 못된 것만 배워 가지고... 뒤질래?,80
208,시. 시정하겠습니다. 아흑...,80
209,누구 맘대로 부검이야!,80
210,"꺼져, 새끼들아!",80
211,지금 검찰 명열을 거부하는 거야,80
212,"우린 그런 명령, 받은 적 없수다. 어여 가.",80
213,"이 쉐끼들이... 나. 검사야, 검사!!!",80
214,어쩌라고?,80
215,심장 쇼크사 맞습니까?,80
216,그건 제가 모르구요. 부검을 해봐야 아는 거라...,80
217,응급실 왔을 때 살아 있었습니까?,80
218,응급실이 아니라 남영동에서... 제가,80
219,도착했을 때 이미 심정지 상태였습니다.,80
220,자세히 좀 설명해보세요!,80
221,도착해서... 몸에 물기부터 닦고 동공을 보니까...,80
222,물기요?,80
223,형사들 말이... 사망자가 만취 상태여서 조사받을 때 물을 되게 많이 마셨다고...,80
224,"쇼크사란거야, 아니란거야?",80
225,나야....,80
226,뉘기야?,80
227,"서울지검 공안부장이요. 여기 한양대 병원인데, 당신 부하들이 정당한 공무집행을",80
228,방해하고 있습니다.,80
229,"기관들끼리 진작에 정리한 거이야. 부검이래, 날래 철회하라우.",80
230,"당신, 나 알아? 어따대고 반말이야",80
231,"내래, 대공 처장이야.",80
232,"대공은 뭐, 법이고 나발이고 안 지켜도 된다. 이거야?",80
233,"검찰수사관들, 싹 다 불러서 깽판 한번 쳐보까?",80
234,머이가 어드래?,80
235,당장 형사소송법 펼쳐서! 수사 지휘권이 누구한테 있는지 확인해 봐!,80
236,아. 하나 더. 웬만하면 사투리 좀 고치지?,80
237,김일성이네?,80
238,부검명령서-ㅂ니다.,80
239,사내 새끼가 종이쪼가리 뒤에 숨어서 어칸?,80
240,"법대로, 모양새 좋게 갑시다.",80
241,사냥개끼리 싸우다 사냥감 놓치믄. 주인이 가만 있간? 나랑 내기하자우.,80
242,우리 둘 중 가마솥에 들어가는 기. 누구갓어?,80
243,"내가 족보없는 똥개라, 성질이 개좆 같거든요? 닥치는대로 물어뜯는 게. 똥개의",80
244,매력 아니겠습니까? 멍멍.,80
245,원하는 거이 뭐이가?,80
246,기칸다고 달라질 거 없어야.,80
247,"저희 집안, 사돈에 팔촌 고모네 셋째 딸이...",80
248,여기 기자랑 국제결혼했거든요.,80
249,피터 뭐시깽인가... 이놈의 자식이,80
250,"정보 좀 달라고 아주 그냥, 들들 볶아서... 아~ 이거 팔팔 올림픽에 문제 생기면",80
251,각하께서 몹시 화내실 텐데... 어쩌죠?,80
252,"기래... 고거, 내주갓어.",80
253,"고저, 퇴직 선물은 챙겨줘야디.",80
254,????,80
255,내래. 니 모가지 땄어야.,80
256,똥개니끼니 똥이나 먹고 살라우.,80
257,이런 니미... 공구리에 대가리 깨졌네. 허허허.,80
258,쏘주 마시고 살지.,80
259,뭐....,80
260,유족 대표시죠?,80
261,성함이...,80
262,삼촌... 박월길입니다.,80
263,"황 박사님, 시작하입시다.",80
264,"먼저 고인의 영면을 빌겠습니다. 일동, 묵념.",80
265,바로.,80
266,화장실 좀...,80
267,동아일보 윤상삼 기잡니다.,80
268,"고문 흔적, 못 보셨습니까?",80
269,보신대로만 말씀해 주세요. 아까 몸에 물기가 있었다고 하셨는데.,80
270,시신 상태가 어땠습니까?,80
271,바닥에도... 물이 흥건했습니다. 가운이 젖을 정도로...,80
272,폐에서 수포음도 들렸구요.,80
273,수포음이요?,80
274,사인이 뭡니까!,80
275,쇼크사 맞습니까?,80
276,한 말씀 해주세요!,80
277,갱찰이 죽였습니다! 쇼크사 아이고...,80
278,웁.,80
279,웁...,80
280,이대로 진술해.,80
281,그쪽도 알아.,80
282,"아, 이게... 저는 잠깐 도와주러 왔다 그런건데...",80
283,형식적인 거라니까?! 휴가라 생각하고 감사과에서 며칠 놀아.,80
284,괜히 나다니다 기자들 눈에 띄면...,80
285,제가 무슨 잘못이 있다고 감사를 받습니까?,80
286,이 새끼가 어디서 눈을 까뒤집고...,80
287,"까라면 까고, 박으라면 박고, 밟으라면 밟았습니다. 제가 왜....",80
288,한영아.,80
289,"예, 처장님...",80
290,다녀오라우.,80
291,...받들겠...습니다.,80
292,"주목! 내일부터 고문 근절 캠페인 연재한다. 특별 취재반 구성해서, 왜 죽었는지.",80
293,누가 죽였는지. 샅샅이 밝혀내!,80
294,부장... 저거는...?,80
295,"까고 있네. 경찰이 고문해서 대학생을 죽였는데 씨발, 보도지침이 대수야?",80
296,앞뒤 재지 말고 들이박아!!!,80
297,예!!!,80
298,아이고 우리 황 박사. 고생 마이했다. 거 앉아라.,80
299,우에 됐노?,80
300,경부 압박에 의한 질식사입니다. 물고문 과정에서 목이 욕조 턱에 눌리면서...,80
301,말조심 안하나!!!,80
302,"내 말, 똑또기 들으래이. 니가 고문치사라 카모, 세상이 후딱 뒤비질끼고,",80
303,우리 다 죽는기라.,80
304,그게... 시신에 남은 증거가 워낙 확실해서...,80
305,화장하나카이! 다 소용없는기라. 부검소견서에 심장.마.비.,80
306,"네 글자만 써도. 그 은혜, 평생 갚을기다.",80
307,"여는... 국과수 아들, 회식비하고, 어어?",80
308,죄송합니다. 본부장님...,80
309,그캐봐야 니만 죽는다카이! 내일 쇼크사로 발표할끼다! 알았나?!,80
310,박사님!,80
311,동아일보 윤상삼 기잡니다.,80
312,정확한 부검결과는 이삼일 후에 나옵니다.,80
313,최초 검안한 의사가 물고문 증언했습니다. 고문치사 맞죠?,80
314,누구세요?,80
315,나다.,80
316,아빠다!,80
317,박사님!,80
318,저희 기자가 참관의 박동호박사도 만났습니다!,80
319,"검사가 작성한 검시 보고서도 확인됐구요. 희사로서, 보신대로만 말씀해주시면",80
320,됩니다.,80
321,소용..있습니까?,80
322,있게 만들어야죠.,80
323,꼭!,80
324,"오른쪽 폐의 탁구공 크기 출혈반은 폐결핵 흔적일 가능성이 높고, 목과 가슴이",80
325,"피멍 또한 인공호흡과정에서 발생한 것으로써, 마... 가혹행위가 일절!",80
326,없었다는,80
327,잠정 소견입니다.,80
328,철아! 잘 가그래이!,80
329,이 아부지는... 아무 할 말이 업데이!!!,80
330,유턴! 유턴!,80
331,짬뽕이요!,80
332,신문 사왔죠?,80
333,"에이, 중앙일보 사오라고...",80
334,예!...예! 즉각 시행하겠습니다.,80
335,우야꼬...,80
336,정보국장 오라케라!,80
337,어라? 여기는 신길동...,80
338,국장님! 뭐하자는 겁니까?,80
339,채워!,80
340,"니들, 가혹행위 치사죄로 구속됐어. 지금부터 경찰 아니고 범죄자야, 범죄자!",80
341,우.. 우야겠노... 청와대에서 구속하라꼬...,80
342,오뎁네까?,80
343,말 못한다. 니 가서 갱판칠낀데 사고남 우야노 박처장아. 맘 단디 묵으래이.,80
344,몸통이 살라모. 꼬리를 짤라야 된다.,80
345,신길동입니다.,80
346,종간나 새끼들...!,80
347,동작 그만!,80
348,너 지금 누구 명령....,80
349,이 새끼가 명령 불복종에 상관 폭행...,80
350,"경찰이믄 다 같은 경찰인줄 아네? 니들이 뽀찌 뜯어서 이밥에 괴깃국 먹을 때,",80
351,내래 칼 맞아가믄서 발갱이 잡았댔어. 나 아니었으믄 이 나라!,80
352,김일성이한테 먹혔,80
353,을끼야. 알간!!!,80
354,"너 이 새끼, 실수하는거야. 감히 각하 명령을...",80
355,똑또기 새기라우.,80
356,내래 빨갱이 잡는 거 방해하는 간나들은.,80
357,무조건 빨갱이로 간주하갔어!!!,80
358,비우라우.,80
359,"나가, 새끼들아!!!",80
360,...아프내?,80
361,... 억울합니다.,80
362,고개 들라우!,80
363,너래. 애국자디. 고개 빳빳이 들고 살라우.,80
364,가혹행위 치사죄는... 형량이 최하 10년입니다.,80
365,"몇 달만 참으라우. 과실치사로 바꿔서, 집행유예로 빼주갓어.",80
366,딸린 식구가 다섯입니다.,80
367,내래 다 책임질 끼야.,80
368,처장님만 믿겠습니다.,80
369,길티. 기래야 남영동이디.,80
370,조용히 좀 시켜. 잠 다 깨겠네.,80
371,접근금지입니다.,80
372,사형수야?,80
373,그.. 서울대생 고문해서 죽인...,80
374,끝나긴 뭘 끝나요?,80
375,"시국이 얼음장이야, 인마. 중대병원 의사. 협박에 시달리다가 잠적한 거 몰라?",80
376,더 파다간 신문사 폐간돼.,80
377,"죽기 살기로 몸부림치는 청년을, 딸랑 두 명이 제압했다? 말이 안되잖아요!",80
378,다섯 명이 한 조야.,80
379,부장이 그걸...? 제보 받았어요?,80
380,당해봤으니까 알지.,80
381,열 명 아니구요?,80
382,이 새끼들이... 나도 젊었을 땐. 젓가락이었어.,80
383,부장!,80
384,뻔히 아는 분이 그래요? 들이 박읍시다!,80
385,"상삼아, 진실은 말이다. 너무 꾹꾹 누르다보면 언제든 터져 나오게 돼 있어.",80
386,김밥 옆구리 터지듯이.,80
387,퍽! 응?,80
388,재판 과정에서 뭐가 튀어나오는지 보자고.,80
389,"자! 오늘은 코가 삐뚤어지게 마셔보자, 마시고!!!",80
390,죽자!!!,80
391,씨이발!!!,80
392,"그래 죽자, 죽어!",80
393,받아쓰기 하는 게 기자야? 기자냐고!!!!,80
394,이 개새끼가...,80
395,"죽을래?!! 나와, 새까!",80
396,부장! 터졌어요!,80
397,터져?,80
398,거 봐. 새끼들아. 내 말 맞지?,80
399,북한 주민 열한명 해상 탈출!!!,80
400,이런 니미... 출처는?,80
401,안기부요!,80
402,안 튀어???!!,80
403,"옘병할... 종철이가 종 치니까, 만철이가 그만 치라네. 드럽게 절묘해.",80
404,"한두 번이냐? 찍소리 못하는 우리가 모지리 십빠빠여, 조까라 마이싱...",80
405,저놈 잡아!!!,80
406,"너는 퇴근하면 곧장 와서 잠이나 잘 것이지, 어딜 그렇게 싸돌아 다녀?",80
407,그러다 뼈 삭아. 장가도 못 간 놈이... 어휴...,80
408,싸돌아 다녀야 여자도 만나고 그러지.,80
409,지랄하고 자빠졌네. 그래서 니가 데이트했냐? 데이트했어? 허구헌 날 헛짓거리...,80
410,"너 혹시, 또 이상한 사람들 만나고 다니니? 응?",80
411,이상한 거로 따지면 내가 젤 이상하지. 이 나이 먹도록 누나 잔소리 듣고 사는데.,80
412,제 정신이겠수?,80
413,썩을 놈... 밥이나 처먹어. 찌개 끓여놨다.,80
414,연희는?,80
415,퍼질러 자. 아주 벌써부터 먹고 대학생이야.,80
416,나 왔어.,80
417,"옆집 오빠랑 듣고 싶어요. 라고 사연 보내주셨습니다. 소원, 들어드려야죠?",80
418,불안한 청춘들을 위한 노랩니다. 유재하의 가리워진 길.,80
419,에이!,80
420,이놈의 고물...,80
421,그래 가지구 절딴 나겠니? 망치 갖다 줘?,80
422,"외삼촌! 내가 이거 고쳐주라고 했어, 안했어?",80
423,하여간 엄마나 딸이나...,80
424,뭐?,80
425,옜다!,80
426,오다가 주웠어.,80
427,꺅! 마이마이!,80
428,역시 삼촌밖에 없쩡!,80
429,야야. 다 큰놈이.,80
430,합격 선물이다.,80
431,연희야.,80
432,이거...,80
433,또 그 아저씨 만나라고?,80
434,아니.,80
435,"그.. 내가 생긴 게 이래서, 검문하다 걸리잖냐. 넌 안 잡으니까...",80
436,"정신 좀 차려, 좀! 노조 만들다가 짤릴 뻔 해놓고... 잘 났어.",80
437,증말.,80
438,"좋은 일 하는거야, 좋은 일, 어?",80
439,이래도? 교도관이 죄수 심부름하고 그래두 돼?,80
440,"안되면 뭐, 할 수 없고.",80
441,합격 선물이라며?,80
442,두봉이도 합격했거든?... 계장님 아들!,80
443,씨... 마지막이다?,80
444,당연하지.,80
445,오랜만입니다. 신부님.,80
446,성불은 하셨습니까?,80
447,"시절이 하 수상해서, 번뇌가 끊이질 않습니다.",80
448,저도 마찬가집니다. 이참에 계나 묻을까요? 번뇌계.,80
449,이보게 김씨!,80
450,저는 그럼...,80
451,무슨 일인가?,80
452,박종철군 사건. 진상규명 요구하는 성명을 발표하신다구요?,80
453,내일이네.,80
454,고문 경관이 더 있을 거라는 얘기는 빼주시지요.,80
455,한 조가 다섯 명인 건 당해본 사람은 다 아는 얘기 아닌가?,80
456,경계가 심해져서 신상 정보를 빼내기가 어려워집니다.,80
457,빼낼 방법은 있고?,80
458,영등포에 수감된 부영이가 애쓰는 중인데...,80
459,"거기 보안계장이 앉은 자리에 풀도 안날 양반이라, 교도관도 접근 불가랍니다.",80
460,때를 놓치는 것보단 대충이라도 터뜨리는 게 낫지 않겠나?,80
461,"저 나무, 누가 죽였는지 아십니까?",80
462,제가 죽였습니다. 마음이 급해서 대충 심었거든요.,80
463,"고문 살인범들 소속. 계급, 이름... 명명백백한 진실이",80
464,아니면 싸우나마나 집니다.,80
465,가능.. 할까?,80
466,"인권 변호사들이 구속된 경관 가족들, 설득 중입니다. 우리쪽 변호사가 선임되면.",80
467,의외로 쉽게...,80
468,아저씨!,80
469,연희구나.,80
470,"외삼촌이, 기다리는 소식 못 드려서 죄송하대요.",80
471,아. 그래...,80
472,불공 드릴 복장은 아니고...,80
473,응?,80
474,아-. 신부님이 수괴구나?,80
475,한병용 교도관 외조캅니다.,80
476,자수해서 광명 찾으세요~.,80
477,여보...,80
478,대체 이게 무슨 변고니... 흑흑...,80
479,걱정 마요. 엄마... 별 일 아니에요.. 흑흑..,80
480,사람 죽여 놓고 별 일 아니라고? 내가 이놈아!,80
481,널 어떻게 키웠는데 사람을 죽인단,80
482,말이냐!,80
483,아버지! 억울합니다! 진짜 억울합니다.... 흑흑...,80
484,억울해? 뭐가 억울해? 말해 봐!,80
485,전.. 다리만 잡았어요.,80
486,"죽인 사람들, 따로 있다구요!",80
487,끌어내!,80
488,저 아니예요! 아버지! 저 아니라구요. 믿어주세요!,80
489,면회 규정을 준수해 주십시오.,80
490,한 번만 더 이딴 거 써봐. 교도소 통째로 날려버린다.,80
491,문제가 생겼습니다.,80
492,... 치우라우.,80
493,이런 법이 어딨어요!,80
494,이런 법이! 누구 맘대로 이사를... 흑흑...,80
495,교도소가 시끄럽다면서요?,80
496,"... 구속된 요원들, 과실치사로 바꿔주시라요.",80
497,"하늘이 도와서 간신히 껐는데, 불쏘시개를 넣자구요?",80
498,약속을 지켜야디 말썽이 없습네다.,80
499,조무래기도 관리 못하면서 나랏일은 도대체 어떻게 하십니까?,80
500,재판은 무기한 연기시켜 드리죠.,80
501,알아서 처리하세요.,80
502,박처장.,80
503,각하께서 심려가 크십니다.,80
504,보안계장입니다. ... 지금 가겠네.,80
505,안녕하십니까.,80
506,오랜만입니다. 계장님.,80
507,면담 신청하셨다구요. 불편하신 거라도 있습니까?,80
508,요즘 경찰들 때문에 퇴근도 제대로 못하신다면서요?,80
509,"교도 행정과 상관없는 얘깁니다. 불만사항, 말씀하시죠.",80
510,고문 경찰이 더 있다는 소문. 사실입니까?,80
511,불만사항 없으시면 면담 종료하겠습니다. 이왕 오셨으니 쉬다 가십시오.,80
512,공범이 되시겠습니까?,80
513,제 일이 가두고 지키는 겁니다.,80
514,공무원은 직무상 얻은 정보를 누설할 수 없습니다.,80
515,진실은 감옥에 가둘 수 없습니다!,80
516,정미야~,80
517,아쭈?,80
518,의대생들이랑 미팅한다고 때 빼고 광냈구나?,80
519,어때? 괜찮지?,80
520,화장이 좀...,80
521,고문살인! 자행하는!,80
522,군부독재! 타도하자!,80
523,애국 시민 여러분! 오늘 조계사에서! 고 박종철 열사 사십구제가 열리고!,80
524,고문 추방 국민 대행진이 시작됩니다! 모두 모입시다!,80
525,박수치며) 박종철을!,80
526,(박수 치면서 행진한다) 살려내라! 박종철을 살려내라!,80
527,꺅!,80
528,확 그냥! 기록 남기지 말라니까.,80
529,형사들 진술이 엇갈 리가 확인할라꼬.,80
530,피해자 손을 뒤로 돌리가 수갑을 채웠다깼는,80
531,데... 피해자 손목에 수갑 흔적이 없었거든? 수갑을 채운 기 맞나?,80
532,"어차피 과실치산데, 뭔 상관이요?",80
533,대충 합시다.,80
534,과실치사? 니는 가혹행위치사죄야. 고문치사!,80
535,죄목 변경.. 안 됐습니까?,80
536,씨나락 까묵는 소리하고 자빠짓네.,80
537,"니는 반성 안 하모, 15년 때린다카이!",80
538,진술 똑바로 몬하나!,80
539,내가 안 죽였어.,80
540,뭐... 뭐?...,80
541,귓구멍 막혔냐?,80
542,죽인 놈 따로 있다고!,80
543,이... 이라믄 안 되는데...?,80
544,씨발...,80
545,뭐라카노? 니 방금 욕했제!,80
546,조반장!!!,80
547,와 이라노?,80
548,"영감님, 다음에 합시다. 다음에. 응?",80
549,박 처장한테 약속 지키라고 하세요.,80
550,뭐 이 새끼야? 뜨거운 맛 보고싶어?,80
551,뜨거운 맛은...,80
552,쟤들이 봐야죠.,80
553,"아이, 반장님. 왜 이러십니까?...",80
554,죽인 건 니들이잖아. 아냐?,80
555,이 새끼. 잡아!!!,80
556,동작 그만!!!,80
557,니들 모가지. 내 혀끝에 달렸어. 잘 생각해라.,80
558,면회 끝! 시마이!,80
559,"야, 간수!",80
560,저 새끼도 벌방에 가둬.,80
561,"이 개새끼들아. 나한테도 인권 있어! 변호사 불러, 변호사!",80
562,변호사 불러주라고!! 안 계장~ 변호사! 안 계장!,80
563,"계장님, 우리가 왜 경찰 명령에 복종합니까? 예?",80
564,변호사 선임권은 헌법이 보장한 권리잖아요. 매날 법! 규정!,80
565,"원칙 따지시는 분이,",80
566,이래도 됩니까. 예?,80
567,...살만 하네?,80
568,몰라서 묻습니까?,80
569,"조총령 명단 빼겠다고 강도짓 해서, 일본 형무소에 갇힌 적 있다",80
570,면서요?,80
571,1년 반 있었다. 옛날 생각 나누만.,80
572,감옥이란 데가 말입니다.,80
573,생각할 시간이 좆나게 많아서 돌아버리겠습니다.,80
574,신나는 생각만 하는 기야.,80
575,"백만, 천만... 1억...!",80
