,Dialogue,age
263,"-  제대로 짚어, 제대로 -  어중간하게",90
264,"야, 마셔, 원샷... ",90
265,"-  아유, 잘한다, 아! -  아유",90
266,"야, 아유, 야, 술 좋다",90
267,"아, 맛있다",90
268,"어유, 추워, 좀 지나갑시다, 예",90
269,"아유, 추워라",90
270,"아, 뭔 제사를 지내, 씨발, 재수 없게",90
271,"야, 야!",90
272,가시죠,90
273,"야, 씨발 새끼야!",90
274,우리한테 하는 거야? 뭐야?,90
275,"야, 뭐라 그랬어? ",90
276,그만하라고!,90
277,"야, 너는...",90
278,"야, 야, 야! 저 새끼가 밀었어, 저 새끼가!",90
279,저 새끼가 밀었다고!,90
280,뭐야!,90
281,"아, 진짜, 개새끼야!",90
282,연말이 다가오면 우리는 이런 소원을 빌곤 하죠,90
283,'새해엔 좋은 일만 있게 해 주세요',90
284,그런데 날씨가 계속 화창하기만 하면 그 지역은 사막이 된답니다,90
285,눈비가 골고루 내려야,90
286,땅이 비옥해지고 나무가 자랄 수 있다는 거죠,90
287,정부와 IMF 경제...,90
288,"자, 그러니까 우리 소원을 빌 때",90
289,한 글자만 바꿔 보는 게 어떨까요?,90
290,'새해엔 좋은 일도 있게 해 주세요',90
291,이렇게 말이죠,90
292,대기업은 줄줄이 떨어진 거야?,90
293,네,90
294,"아이고, 성적도 그만하면 괜찮은데",90
295,전에는 자기네 회사 들어와 달라고 줄을 서더니만,90
296,올해는 왜 이런다니?,90
297,바로 할 수 있는 데가 두 군데가 있긴 한데,90
298,하나는 '광장'이라고 들어 봤지?,90
299,어? 무슨 일 하는데요?,90
300,사보 편집,90
301,이거는 정직원,90
302,연봉이 천오백,90
303,우리 학교 국문과 출신이면 충분하다니까 ,90
304,가면 바로 붙을 거고,90
305,하나는,90
306,방송국 알바인데,90
307,개편 때까지 2개월만 알바,90
308,유열이 하는 프로그램,90
309,그렇지,90
310,그게 나오면 9시 20분,90
311,"그러고는 누가 써 준 원고 읽는가 본데 쯧, 그건 별로고",90
312,김광진 로고 송 나오면 10시,90
313,"야, 라디오는 네가 가야겠다, 응?",90
314,나는 라디오 자체를 모르는데,90
315,"-  안녕하세요 -  어, 안녕하세요",90
316,"됐어, 난 안전한 곳에서 애청하마",90
317,"-  치 -  아, 중요한 거",90
318,유열이 처음 디제이 한 날,90
319,1994년 10월 1일,90
320,쳇 ,90
321,"야, 뭐야? 뭐, 뭐 그딴 걸 기억해?",90
322,"그러게, 잊히지가 않네",90
323,미안하다,90
324,상관없어,90
325,안정된 거 해야지,90
326,안정?,90
327,"아니, 안전",90
328,하기야 방송국 알바보다는 안전하긴 하겠다,90
329,고마워,90
330,이삿짐을 남한테 싸게 하는 거,90
331,"이게 제정신이 아닌 거야, 어?",90
332,"포장 이사 봐라, 이제 금방 망하지",90
333,값은 또 우리보다 두세 배예요,90
334,"아, 그걸 왜 해? 참 나",90
335,"하, 이사하면서",90
336,"내 짐 하나하나 이렇게 들여다보는 거야, 어? ",90
337,간장 종지까지 누가 또 옮겨다 주면...,90
338,"주세요, 주세요, 무거워요",90
339,자기네 집에 뭐가 있는지 아무것도 몰라요,90
340,"네, 네",90
341,아이고,90
342,맞습니다,90
343,넌 요즘 왜 이렇게 대답에 성의가 없다,90
344,"아유, 그 말씀만 한 다섯 번 하신 것 같아요",90
345,"인생, 그거 나한테 다 있어",90
346,"그래서 이사는 자기 손으로 딱 해야 되는 거야, 어?",90
347,"아, 됐어, 이거",90
348,이건 김 씨 책방에 갖다주고,90
349,-  이거 두 개요? -  어,90
350,가요!,90
351,많이 드렸어요,90
352,반죽 봐라,90
353,-  세계 최고지 -  응,90
354,-  계산요 -  네,90
355,안녕히 가세요,90
356,"9천 원요, 예",90
357,나 취직했다,90
358,진짜?,90
359,글도 쓸 수 있어,90
360,앗싸!,90
361,죄송합니다,90
362,"그럼 취직했으니까, 뭐 1년이면 떼돈 버나?",90
363,재벌 되지,90
364,맛있다,90
365,뭐?,90
366,언니가 내 등록금 냈지?,90
367,"됐어, 그만, 스톱",90
368,얼마 되지도 않는 적금 내 등록금으로 다 날리네?,90
369,네가 남이냐?,90
370,에?,90
371,"고마워, 언니",90
372,됐어,90
373,야,90
374,이거 뭐야?,90
375,"아, 그거 살이야",90
376,잘 먹나 봐,90
377,"아이고, 잘했어",90
378,안녕하세요,90
379,"-  어, 왔어 -  네",90
380,다녀왔습니다,90
381,"어, 그래, 왔어?",90
382,이거 우식이 아저씨가,90
383,"어, 그래",90
384,"할머니, 안녕하세요",90
385,안녕,90
386,"아이고, 현우야 ",90
387,우리 어머니 좀 모셔다드려 줄래?,90
388,고마워,90
389,내가 밤에는 까막눈이야,90
390,낮에는 다 보이는데,90
391,네,90
392,"진짜야, 낮에는 다 보여",90
393,네,90
394,"문제, 돼지는 하늘을 볼 수 있을까요? 없을까요?",90
395,돼지라고 왜 하늘을 못 봐요? 고개 들어서 보면 되죠,90
396,땡! 돼지는 목을 충분히 뒤로 젖힐 수가 없대요,90
397,이 빨간 깃발들은 뭐예요?,90
398,"응, 아파트 짓는다잖아",90
399,아,90
400,"아, 넘어질 때 그때 볼 수 있겠군요, 하늘을",90
401,엄마,90
402,나 취직했어요,90
403,조금만 기다려,90
404,이 가게로 다시 돌아올 때까지,90
405,미수야,90
406,"어, 현우야!",90
407,누구?,90
408,"-  아... -  아, 안녕하세요",90
409,"-  그게... -  그, 여기...",90
410,"어, 이 동네 살아요",90
411,"아, 아, 그러시구나 ",90
412,"아, 나 할머니 좀 모셔다드리고 올게",90
413,여기서 기다릴 수 있어?,90
414,"어, 그럼",90
415,"-  기다려야 돼 -  아, 안녕히 가세요 ",90
416,뛰어왔어?,90
417,아니,90
418,괜찮아,90
419,어떻게 지냈어?,90
420,나 축하할 일 있는데,90
421,검정고시 패스했어,90
422,"아, 진짜? 계속했구나",90
423,"기특하다, 대단해",90
424,은자 언니 춤추겠다,90
425,"아, 은자 언니는 수제빗집 해",90
426,은자 누나도 보고 싶다,90
427,"아, 내일 혹시 시간 되면",90
428,수제비 먹으러 갈래?,90
429,- 내일? -  응,90
430,내일 군대 가는데,90
431,"아, 진짜?",90
432,-  힘들지? -  아니,90
433,안 데려다줘도 되는데,90
434,"아유, 괜찮아",90
435,오늘 아침만 해도 정말 별거 없는 날이었는데,90
436,굉장한 날이 돼 버렸다,90
437,사람 다시 보는 게 이렇게 좋을 때가 다 있네,90
438,"여, 여, 여기야, 집",90
439,-  여기? -  어,90
440,어,90
441,"그, 아, 데려다줘서 고마워",90
442,"어, 어",90
443,오늘 만나서 너무 좋았어,90
444,나도,90
445,어...,90
446,군 생활 잘하고,90
447,응,90
448,- 안녕 -  어,90
449,현우야!,90
450,"아, 긴장했나 보네, 학번을 틀리고",90
451,학번?,90
452,"어, 대학 가면 주민번호처럼 주는 번호",90
453,"아, 번호를 주는구나",90
454,"아, 별거 아니야",90
455,춥지?,90
456,여기 잠깐만 있어,90
457,내가 들어오라고 할 때까지 들어오면 안 돼,90
458,알았어,90
459,"어, 들어와",90
460,"여기, 들어와",90
461,이것밖에 없다,90
462,"어, 괜찮아?",90
463,"아니, 이게, 이게 왜, 왜 이러지?",90
464,"-  새, 새, 새거 갖다줄까? -  내, 내가 할게",90
465,"아니야, 먹고 치우자",90
466,"아, 야, 여름 이불이지만 꽤 무겁다",90
467,"미안해, 미안해, 괜찮아?",90
468,"어, 괜찮아",90
469,뒤에 있었구나,90
470,그거 줘,90
471,무겁지?,90
472,"현우야, 다 갈아입었어?",90
473,"어, 어",90
474,은자 언니 건데 잘 맞네,90
475,"은자, 은자 누나 거구나, 이게 ",90
476,"아, 미안해, 미안해, 미안해",90
477,"왜, 뭐? 뒤에 뭐 있어?",90
478,내가 봐 줄까?,90
479,됐다,90
480,"현우야, 자?",90
481,아니,90
482,그때,90
483,나는,90
484,네가 돌아오지 않을 거라고 생각했어,90
485,기다렸는데,90
486,그때,90
487,그때,90
488,술 먹은 사람이랑 시비가 붙었어,90
489,태성이랑 같이 있었는데,90
490,난 보호 관찰이 취소되고,90
491,그리고,90
492,소년원으로 다시...,90
493,빵집으로 돌아가고 싶었어,90
494,아주 많이,90
495,현우야,90
496,잘 자,90
497,너도,90
498,첫 출근이라 긴장했는지 새벽 내내 울렁울렁,90
499,나도 그랬어,90
500,"자, 이거 네 이메일 주소야",90
501,내가 만들었어,90
502,어,90
503,어떻게 쓰는 건지는 알 테니까 내가 메일 보내면 확인하고,90
504,"중요한 건 답장, 글로 연락하자",90
505,"어, 응",90
506,이 집으로 올게,90
507,"그래, 일로 와",90
508,기다릴게,90
509,안녕하세요,90
510,"네, 안녕하세요, 어떻게 오셨어요?",90
511,"- 저, 오늘부터... -  아, 김미수 씨?",90
512,"- 네, 네 -  네, 안녕하세요, 반갑습니다",90
513,안녕하세요,90
514,회계의 권은수 씨고요,90
515,"-  그리고 김현숙 씨 -  아, 네",90
516,저분이 인수인계해 주실 거예요,90
517,"아, 네",90
518,"-  현숙 씨, 인수인계 -  예",90
519,"아, 예, 예, 예, 예",90
520,하시면 돼요,90
521,"아, 네",90
522,우선 귀에다가 꽂으시면...,90
523,아!,90
524,"아, 비밀번호 안 알려 줬어",90
525,아니...,90
526,금방 필요 없을 겁니다,90
527,네?,90
528,귀마개 말입니다,90
529,"아, 네",90
530,♪ 내 그림자 길어진 만큼 ♪ ,90
531,♪ 나의 외로움 커질 땐 ♪,90
532,♪ 향수라는 이름으로 ♪,90
533,♪ 찾아가는 그곳 ♪ ,90
534,♪ 그곳엔 네가 있고 ♪ ,90
535,♪ 너를 꿈꾸던 나의 기도가 있고 ♪,90
536,내리시는 거예요?,90
537,♪ 그리고 우리의 마지막도 ♪,90
538,♪ 왜 어떤 소식도 ♪,90
539,♪ 난 들을 수 없을까 ♪,90
540,♪ 넌 너무 멀리 있는지 ♪,90
541,♪ 해 질 무렵 강변에는 ♪,90
542,♪ 우리의 옛날이 숨 쉬지 ♪,90
543,오늘은 반가운 사연들이 많이 들어오네요,90
544,"먼저, 어, 이 사연부터",90
545,"'유열 님, 저는 도넛이에요'",90
546,'이제는 두부가 찾아와도 만날 수가 없어서 사연을 보내요',90
547,'이사를 가거든요',90
548,'확인도 못 할 이메일 주소로 날마다 메일을 보낸 지',90
549,'벌써 여러 달이 흘렀네요',90
550,"'이메일 비밀번호는 내 학번이야, 두부야'",90
551,이 사연이 무슨 암호 같은데요?,90
552,"비밀번호, 학번, 두부, 도넛",90
553,"현우야, 안녕",90
554,너를 마지막으로 봤을 때는 추워서 코끝이 빨갰는데,90
555,지금은 완전히 여름이구나,90
556,어제는 오랜만에 우리 가게 앞을 지났는데,90
557,골목 입구에 은행잎이 파랗게 무성하더라,90
558,기름집 앞에 있던 큰 은행나무 너도 기억하지?,90
559,그래도 군대는 추운 것보다는 더운 게 좀 낫다던데,90
560,건강하게 잘 지내고 있어?,90
561,네가 언젠가는 이 메일을 확인하길 바라며,90
562,오늘도 몇 글자 적어 본다,90
563,♪ 왜 어떤 소식도 ♪,90
564,♪ 난 들을 수 없을까 ♪,90
565,♪ 넌 너무 멀리 있는지 ♪,90
566,20세기 최고의 발명품을 꼽아 보라면,90
567,TV나 인터넷이 많이 얘기되잖아요?,90
568,21세기에는 어떤 신기한 것들이 생겨날까요?,90
569,얼마 전 국제 통신 전시회에 신기한 물건이 전시됐다고 합니다,90
570,일명 디지털카메라 폰인데요,90
571,휴대폰 안에 디지털카메라가 심어진 거래요,90
572,정말 신기하죠?,90
573,이렇게 되면 간직하고 싶은 순간들을 아주 손쉽게 저장할 수가 있잖아요,90
574,'이런 휴대폰이 나온다',90
575,어떤 사진을 가장 먼저 찍고 싶으세요?,90
576,"미수야, 나 현우야 ",90
577,비밀번호 알아냈어,90
578,놀랐지? ,90
579,예전 살던 집에 휴가 나와서도 찾아가고,90
580,제대하고도 갔었는데 이사 가고 없더라,90
581,"저기요, 여기 방 내놓으셨어요?",90
582,"아, 비밀번호 어떻게 알아냈는지 궁금하지?",90
583,주민번호도 본인 거 적으시고 요 주소는 여기,90
584,"아, 현관 번호 키가 어떻게 돼요?",90
585,262670,90
586,-  262670 -  262670,90
587,사실은 어떻게 했냐면...,90
588,"저기, 이거 이전 세입자 그때 비밀번호 맞죠?",90
589,"봐 봐요, 예, 이거 비밀번호 맞을 거야, 이거",90
590,"음, 그건 비밀이야",90
591,나중에 만나면 얘기해 줄게,90
592,네가 깜짝 놀랄 거야,90
593,"-  아저씨, 저 컴퓨터 좀요 -  어",90
594,124 ,90
595,"오, 됐, 됐다",90
596,왜 여기서 자? 들어가서 자지,90
597,"용하네, 비밀번호 다 알아내고",90
598,내가 '유열의 음악앨범'에 사연까지 보냈었다,90
599,비밀번호 알려 주려고,90
600,연락처 남겨 줘,90
601,내가 내일 12시에서 1시 사이에 전화할게,90
602,뭐 하냐?,90
603,"야, 정말 이게 다야?",90
604,"아니, 이러고 돈을 주나?",90
605,"현우야, 그냥 편하게 왔다 갔다만 하면 돼",90
606,나 지금 여기서 왔다 갔다만 하고 있어,90
607,잘하고 계세요,90
608,여보세요,90
609,현우?,90
610,"어, 나야",90
611,어떻게 지내?,90
612,"나는 뭐, 열심히 지내고 있어",90
613,역시 밝아,90
614,목소리만인데 주변이 환해진다,90
615,미수 씨,90
616,보고 싶다,90
617,일은 계속하고?,90
618,"아니, 뭐...",90
619,내가 뭐 할 것 같은데?,90
620,하고 싶었던 일?,90
621,글 잘 쓴다고 은자 누나가 매일 칭찬했잖아,90
622,연관이 있다면 있고,90
623,"다시 연락할게, 저녁 6시쯤?",90
624,"어, 어, 그럼",90
625,저녁 6시에 연락 기다릴게,90
626,오늘 저녁에 우리 보는 거야,90
627,전화할게,90
628,어,90
629,연결이 되지 않아,90
630,음성 사서함으로 연결되며 삐 소리 후 통화료가 부과됩니다 ,90
631,연결이 되지 않아 음성 사서함으로...,90
632,이것 보라고! 씨,90
633,아저씨! 조용히 좀 해요,90
634,"자, 1인당 사백씩 입회비 왕창 들고 튀고",90
635,"백 명이 넘어, 백 명이, 아유, 진짜",90
636,하여튼 요즘 헬스클럽 이름만 피트니스로 바꿔 가지고,90
637,입회비 받아 처먹고 장난치는 놈들 너무 많아,90
638,저희 아무것도 모른다니까요! ,90
639,"아, 우리는 그냥 전부 다 알바라고요",90
640,저기... ,90
641,저는 진짜 아무것도 몰랐거든요,90
642,"아까, 아까 다 싸우고 있을 때",90
643,"저는 아, 아무도 안 때리고 맞고만 있었고요",90
644,그리고 저 대학교도 다니고 있고...,90
645,"-  저 진짜 잘못한 거... -  야, 아, 안 들려, 뭐라고?",90
646,"저기요, 알았으니까 가만히 좀 앉아 계세요",90
647,"-  야, 아이, 같이 가 -  야, 술이나 빨자",90
648,"야, 진짜 고생했다",90
649,같이 가자,90
650,야,90
651,나는 너 도와주려고 그러다가...,90
652,-  야 -  그래,90
653,"-  아, 태성이가 애 많이 썼어 -  야, 그래",90
654,"아, 그래도 아, 태성이도 돈 벌라고 소개시켜 준 거잖아",90
655,"그래, 뭐, 술 우리끼리 가? 왜 빼? ",90
656,우리 제발 멀쩡하게 좀 살자!,90
657,"아, 태성이도 속았다잖아 ",90
658,혼자 내빼겠다는 거네? 어?,90
659,"-  야, 차현우 -  야",90
660,-  되겠냐? -  야!,90
661,"아, 태성이가 일부러 그랬냐?",90
662,내 돈 내놓으라고! ,90
663,무슨 일이 있었나 보구나,90
664,그런데,90
665,연락 없는 네가 오히려 고맙다,90
666,난 지금 아주 많이 후진 상태야,90
667,너와 오랜만에 만나 웃고 떠들 상태가 못 된다는 거지,90
668,내가 싫어,90
669,누가 날 보는 것도,90
670,슬프다,90
671,모두 내가 한 선택인데 왜 이렇게 불안할까?,90
672,근래 가장 좋았던 일은 딱 하나,90
673,"현우, 네가 비밀번호를 풀어 줬다는 거",90
674,간만에 크게 웃었다,90
675,"현우야, 좋은 일 생기면 다시 연락하자",90
676,나도 좋은 일 생기면 연락할게,90
677,♪ 하루 시작은 왜 이리도 힘든지 ♪,90
678,"♪ 한잔의 여유, 조금은 쉬어 볼까 ♪",90
679,♪ 나를 깨우는 달콤한 모닝커피 ♪,90
680,♪ 집을 나서면 프리지어 꽃향기가 ♪,90
681,♪ 유열의 음악앨범 ♪,90
682,이렇게 날이 좋으니까,90
683,오늘은 지적 호기심을 좀 채워 보는 건 어떨까요?,90
684,"자, 책과 작가를 만나 보는 시간입니다",90
685,"'끌리는 사람, 그들의 여행'의 저자 정수만 작가님 모셨습니다",90
686,안녕하세요,90
687,안녕하세요,90
688,"'끌리는 사람, 그들의 여행'을 쓴 정수만입니다",90
689,"미수야, 여기서 얘기해도 돼 ",90
690,어?,90
691,"얘가 촌스럽게, 참",90
692,"아니, 난 말하면 들어가는 줄 알고",90
693,친구가 순수하네,90
694,"아, 진짜 상상도 못 했어요",90
695,밖이 안 보이는 곳에서 방송한다고는,90
696,저는 진짜 매일 창밖 보면서 풍경 하나 놓치지 않는 줄 알았는데,90
697,"'끌리는 사람, 그들의 여행' 어떤 책인가요?",90
698,"예, 한 줄로 소개해 드리자면...",90
699,한번 읽어 봐 주세요,90
700,여기,90
701,"-  아이고, 오셨습니까? -  안녕하세요",90
702,-  들어가시죠 -  네,90
703,다녀왔습니다,90
704,"수고했다, 미수",90
705,"작가님, 긴장 진짜 많이 하더라",90
706,내가 다 조마조마하더라니까,90
707,그러게요,90
708,"그, 사진 좀 찍어 왔냐?",90
709,"아, 네, 네",90
710,"아, 내가 오늘 오전에 우리 엄마만 집에 안 쳐들어왔어도",90
711,내가 방송국 구경 가는 건데,90
712,"-  아, 저, 건수 좀 잡아 봐 - 네, 네, 네",90
713,"- 아, 진짜로 -  네!",90
714,- 내가 보너스 줄게 -  네!,90
